"TIMESTAMP","tree_infection_status","tree_ID","Psi_trunk_MPa"
"2018-03-25 09:50:00","uninfected","E_moluccana_uninfected_1",-2.51
"2018-03-25 10:00:00","uninfected","E_moluccana_uninfected_1",-2.82
"2018-03-25 10:10:00","uninfected","E_moluccana_uninfected_1",-2.95
"2018-03-25 10:20:00","uninfected","E_moluccana_uninfected_1",-2.92
"2018-03-25 10:30:00","uninfected","E_moluccana_uninfected_1",-2.63
"2018-03-25 10:40:00","uninfected","E_moluccana_uninfected_1",-2.3
"2018-03-25 10:50:00","uninfected","E_moluccana_uninfected_1",-2
"2018-03-25 11:00:00","uninfected","E_moluccana_uninfected_1",-1.9
"2018-03-25 11:10:00","uninfected","E_moluccana_uninfected_1",-1.84
"2018-03-25 11:20:00","uninfected","E_moluccana_uninfected_1",-1.84
"2018-03-25 11:30:00","uninfected","E_moluccana_uninfected_1",-1.88
"2018-03-25 11:40:00","uninfected","E_moluccana_uninfected_1",-2.06
"2018-03-25 11:50:00","uninfected","E_moluccana_uninfected_1",-2.33
"2018-03-25 12:00:00","uninfected","E_moluccana_uninfected_1",-2.46
"2018-03-25 12:10:00","uninfected","E_moluccana_uninfected_1",-2.76
"2018-03-25 12:20:00","uninfected","E_moluccana_uninfected_1",-2.97
"2018-03-25 12:30:00","uninfected","E_moluccana_uninfected_1",-3.18
"2018-03-25 12:40:00","uninfected","E_moluccana_uninfected_1",-3.36
"2018-03-25 12:50:00","uninfected","E_moluccana_uninfected_1",-3.51
"2018-03-25 13:00:00","uninfected","E_moluccana_uninfected_1",-3.65
"2018-03-25 13:10:00","uninfected","E_moluccana_uninfected_1",-3.73
"2018-03-25 13:20:00","uninfected","E_moluccana_uninfected_1",-3.82
"2018-03-25 13:30:00","uninfected","E_moluccana_uninfected_1",-3.93
"2018-03-25 13:40:00","uninfected","E_moluccana_uninfected_1",-3.97
"2018-03-25 13:50:00","uninfected","E_moluccana_uninfected_1",-3.93
"2018-03-25 14:00:00","uninfected","E_moluccana_uninfected_1",-4.1
"2018-03-25 14:10:00","uninfected","E_moluccana_uninfected_1",-4.02
"2018-03-25 14:20:00","uninfected","E_moluccana_uninfected_1",-4.05
"2018-03-25 14:30:00","uninfected","E_moluccana_uninfected_1",-4.04
"2018-03-25 14:40:00","uninfected","E_moluccana_uninfected_1",-3.95
"2018-03-25 14:50:00","uninfected","E_moluccana_uninfected_1",-3.79
"2018-03-25 15:00:00","uninfected","E_moluccana_uninfected_1",-3.72
"2018-03-25 15:10:00","uninfected","E_moluccana_uninfected_1",-3.77
"2018-03-25 15:20:00","uninfected","E_moluccana_uninfected_1",-3.77
"2018-03-25 15:30:00","uninfected","E_moluccana_uninfected_1",-3.78
"2018-03-25 15:40:00","uninfected","E_moluccana_uninfected_1",-3.92
"2018-03-25 15:50:00","uninfected","E_moluccana_uninfected_1",-3.91
"2018-03-25 16:00:00","uninfected","E_moluccana_uninfected_1",-3.94
"2018-03-25 16:10:00","uninfected","E_moluccana_uninfected_1",-3.9
"2018-03-25 16:20:00","uninfected","E_moluccana_uninfected_1",-3.79
"2018-03-25 16:30:00","uninfected","E_moluccana_uninfected_1",-3.83
"2018-03-25 16:40:00","uninfected","E_moluccana_uninfected_1",-3.78
"2018-03-25 16:50:00","uninfected","E_moluccana_uninfected_1",-3.77
"2018-03-25 17:00:00","uninfected","E_moluccana_uninfected_1",-3.65
"2018-03-25 17:10:00","uninfected","E_moluccana_uninfected_1",-3.64
"2018-03-25 17:20:00","uninfected","E_moluccana_uninfected_1",-3.64
"2018-03-25 17:30:00","uninfected","E_moluccana_uninfected_1",-3.66
"2018-03-25 17:40:00","uninfected","E_moluccana_uninfected_1",-3.63
"2018-03-25 17:50:00","uninfected","E_moluccana_uninfected_1",-3.6
"2018-03-25 18:00:00","uninfected","E_moluccana_uninfected_1",-3.65
"2018-03-25 18:10:00","uninfected","E_moluccana_uninfected_1",-3.68
"2018-03-25 18:20:00","uninfected","E_moluccana_uninfected_1",-3.66
"2018-03-25 18:30:00","uninfected","E_moluccana_uninfected_1",-3.64
"2018-03-25 18:40:00","uninfected","E_moluccana_uninfected_1",-3.33
"2018-03-25 18:50:00","uninfected","E_moluccana_uninfected_1",-3.06
"2018-03-25 19:00:00","uninfected","E_moluccana_uninfected_1",-2.9
"2018-03-25 19:10:00","uninfected","E_moluccana_uninfected_1",-2.86
"2018-03-25 19:20:00","uninfected","E_moluccana_uninfected_1",-2.86
"2018-03-25 19:30:00","uninfected","E_moluccana_uninfected_1",-2.79
"2018-03-25 19:40:00","uninfected","E_moluccana_uninfected_1",-2.78
"2018-03-25 19:50:00","uninfected","E_moluccana_uninfected_1",-2.68
"2018-03-25 20:00:00","uninfected","E_moluccana_uninfected_1",-2.6
"2018-03-25 20:10:00","uninfected","E_moluccana_uninfected_1",-2.59
"2018-03-25 20:20:00","uninfected","E_moluccana_uninfected_1",-2.56
"2018-03-25 20:30:00","uninfected","E_moluccana_uninfected_1",-2.55
"2018-03-25 20:40:00","uninfected","E_moluccana_uninfected_1",-2.47
"2018-03-25 20:50:00","uninfected","E_moluccana_uninfected_1",-2.47
"2018-03-25 21:00:00","uninfected","E_moluccana_uninfected_1",-2.46
"2018-03-25 21:10:00","uninfected","E_moluccana_uninfected_1",-2.35
"2018-03-25 21:20:00","uninfected","E_moluccana_uninfected_1",-2.39
"2018-03-25 21:30:00","uninfected","E_moluccana_uninfected_1",-2.31
"2018-03-25 21:40:00","uninfected","E_moluccana_uninfected_1",-2.23
"2018-03-25 21:50:00","uninfected","E_moluccana_uninfected_1",-2.16
"2018-03-25 22:00:00","uninfected","E_moluccana_uninfected_1",-2.04
"2018-03-25 22:10:00","uninfected","E_moluccana_uninfected_1",-1.96
"2018-03-25 22:20:00","uninfected","E_moluccana_uninfected_1",-1.87
"2018-03-25 22:30:00","uninfected","E_moluccana_uninfected_1",-1.84
"2018-03-25 22:40:00","uninfected","E_moluccana_uninfected_1",-1.81
"2018-03-25 22:50:00","uninfected","E_moluccana_uninfected_1",-1.85
"2018-03-25 23:00:00","uninfected","E_moluccana_uninfected_1",-1.91
"2018-03-25 23:10:00","uninfected","E_moluccana_uninfected_1",-1.93
"2018-03-25 23:20:00","uninfected","E_moluccana_uninfected_1",-1.92
"2018-03-25 23:30:00","uninfected","E_moluccana_uninfected_1",-1.91
"2018-03-25 23:40:00","uninfected","E_moluccana_uninfected_1",-1.9
"2018-03-25 23:50:00","uninfected","E_moluccana_uninfected_1",-1.97
"2018-03-26 00:00:00","uninfected","E_moluccana_uninfected_1",-1.99
"2018-03-26 00:10:00","uninfected","E_moluccana_uninfected_1",-1.95
"2018-03-26 00:20:00","uninfected","E_moluccana_uninfected_1",-1.99
"2018-03-26 00:30:00","uninfected","E_moluccana_uninfected_1",-1.89
"2018-03-26 00:40:00","uninfected","E_moluccana_uninfected_1",-1.89
"2018-03-26 00:50:00","uninfected","E_moluccana_uninfected_1",-1.87
"2018-03-26 01:00:00","uninfected","E_moluccana_uninfected_1",-1.83
"2018-03-26 01:10:00","uninfected","E_moluccana_uninfected_1",-1.73
"2018-03-26 01:20:00","uninfected","E_moluccana_uninfected_1",-1.75
"2018-03-26 01:30:00","uninfected","E_moluccana_uninfected_1",-1.77
"2018-03-26 01:40:00","uninfected","E_moluccana_uninfected_1",-1.71
"2018-03-26 01:50:00","uninfected","E_moluccana_uninfected_1",-1.7
"2018-03-26 02:00:00","uninfected","E_moluccana_uninfected_1",-1.71
"2018-03-26 02:10:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 02:20:00","uninfected","E_moluccana_uninfected_1",-1.83
"2018-03-26 02:30:00","uninfected","E_moluccana_uninfected_1",-1.89
"2018-03-26 02:40:00","uninfected","E_moluccana_uninfected_1",-1.9
"2018-03-26 02:50:00","uninfected","E_moluccana_uninfected_1",-1.89
"2018-03-26 03:00:00","uninfected","E_moluccana_uninfected_1",-1.88
"2018-03-26 03:10:00","uninfected","E_moluccana_uninfected_1",-1.89
"2018-03-26 03:20:00","uninfected","E_moluccana_uninfected_1",-1.9
"2018-03-26 03:30:00","uninfected","E_moluccana_uninfected_1",-1.91
"2018-03-26 03:40:00","uninfected","E_moluccana_uninfected_1",-1.95
"2018-03-26 03:50:00","uninfected","E_moluccana_uninfected_1",-1.92
"2018-03-26 04:00:00","uninfected","E_moluccana_uninfected_1",-1.86
"2018-03-26 04:10:00","uninfected","E_moluccana_uninfected_1",-1.8
"2018-03-26 04:20:00","uninfected","E_moluccana_uninfected_1",-1.81
"2018-03-26 04:30:00","uninfected","E_moluccana_uninfected_1",-1.86
"2018-03-26 04:40:00","uninfected","E_moluccana_uninfected_1",-1.87
"2018-03-26 04:50:00","uninfected","E_moluccana_uninfected_1",-1.85
"2018-03-26 05:00:00","uninfected","E_moluccana_uninfected_1",-1.88
"2018-03-26 05:10:00","uninfected","E_moluccana_uninfected_1",-1.84
"2018-03-26 05:20:00","uninfected","E_moluccana_uninfected_1",-1.8
"2018-03-26 05:30:00","uninfected","E_moluccana_uninfected_1",-1.85
"2018-03-26 05:40:00","uninfected","E_moluccana_uninfected_1",-1.81
"2018-03-26 05:50:00","uninfected","E_moluccana_uninfected_1",-1.72
"2018-03-26 06:00:00","uninfected","E_moluccana_uninfected_1",-1.69
"2018-03-26 06:10:00","uninfected","E_moluccana_uninfected_1",-1.72
"2018-03-26 06:20:00","uninfected","E_moluccana_uninfected_1",-1.69
"2018-03-26 06:30:00","uninfected","E_moluccana_uninfected_1",-1.68
"2018-03-26 06:40:00","uninfected","E_moluccana_uninfected_1",-1.7
"2018-03-26 06:50:00","uninfected","E_moluccana_uninfected_1",-1.72
"2018-03-26 07:00:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 07:10:00","uninfected","E_moluccana_uninfected_1",-1.77
"2018-03-26 07:20:00","uninfected","E_moluccana_uninfected_1",-1.76
"2018-03-26 07:30:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 07:40:00","uninfected","E_moluccana_uninfected_1",-1.73
"2018-03-26 07:50:00","uninfected","E_moluccana_uninfected_1",-1.71
"2018-03-26 08:00:00","uninfected","E_moluccana_uninfected_1",-1.75
"2018-03-26 08:10:00","uninfected","E_moluccana_uninfected_1",-1.72
"2018-03-26 08:20:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 08:30:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 08:40:00","uninfected","E_moluccana_uninfected_1",-1.74
"2018-03-26 08:50:00","uninfected","E_moluccana_uninfected_1",-1.55
"2018-03-26 09:00:00","uninfected","E_moluccana_uninfected_1",-1.26
"2018-03-26 09:10:00","uninfected","E_moluccana_uninfected_1",-1.12
"2018-03-26 09:20:00","uninfected","E_moluccana_uninfected_1",-1.27
"2018-03-26 09:30:00","uninfected","E_moluccana_uninfected_1",-1.55
"2018-03-26 09:40:00","uninfected","E_moluccana_uninfected_1",-1.76
"2018-03-26 09:50:00","uninfected","E_moluccana_uninfected_1",-2.02
"2018-03-26 10:00:00","uninfected","E_moluccana_uninfected_1",-2.46
"2018-03-26 10:10:00","uninfected","E_moluccana_uninfected_1",-2.68
"2018-03-26 10:20:00","uninfected","E_moluccana_uninfected_1",-2.71
"2018-03-26 10:30:00","uninfected","E_moluccana_uninfected_1",-2.46
"2018-03-26 10:40:00","uninfected","E_moluccana_uninfected_1",-2.14
"2018-03-26 10:50:00","uninfected","E_moluccana_uninfected_1",-1.79
"2018-03-26 11:00:00","uninfected","E_moluccana_uninfected_1",-1.5
"2018-03-26 11:10:00","uninfected","E_moluccana_uninfected_1",-1.16
"2018-03-26 11:20:00","uninfected","E_moluccana_uninfected_1",-0.97
"2018-03-26 11:30:00","uninfected","E_moluccana_uninfected_1",-0.91
"2018-03-26 11:40:00","uninfected","E_moluccana_uninfected_1",-0.83
"2018-03-26 11:50:00","uninfected","E_moluccana_uninfected_1",-0.8
"2018-03-26 12:00:00","uninfected","E_moluccana_uninfected_1",-0.69
"2018-03-26 12:10:00","uninfected","E_moluccana_uninfected_1",-0.67
"2018-03-26 12:20:00","uninfected","E_moluccana_uninfected_1",-0.51
"2018-03-26 12:30:00","uninfected","E_moluccana_uninfected_1",-0.41
"2018-03-26 12:40:00","uninfected","E_moluccana_uninfected_1",-0.43
"2018-03-26 12:50:00","uninfected","E_moluccana_uninfected_1",-0.43
"2018-03-26 13:00:00","uninfected","E_moluccana_uninfected_1",-0.39
"2018-03-26 13:10:00","uninfected","E_moluccana_uninfected_1",-0.35
"2018-03-26 13:20:00","uninfected","E_moluccana_uninfected_1",-0.35
"2018-03-26 13:30:00","uninfected","E_moluccana_uninfected_1",-0.39
"2018-03-26 13:40:00","uninfected","E_moluccana_uninfected_1",-0.39
"2018-03-26 13:50:00","uninfected","E_moluccana_uninfected_1",-0.45
"2018-03-26 14:00:00","uninfected","E_moluccana_uninfected_1",-0.63
"2018-03-26 14:10:00","uninfected","E_moluccana_uninfected_1",-0.66
"2018-03-26 14:20:00","uninfected","E_moluccana_uninfected_1",-0.68
"2018-03-26 14:30:00","uninfected","E_moluccana_uninfected_1",-0.71
"2018-03-26 14:40:00","uninfected","E_moluccana_uninfected_1",-0.64
"2018-03-26 14:50:00","uninfected","E_moluccana_uninfected_1",-0.62
"2018-03-26 15:00:00","uninfected","E_moluccana_uninfected_1",-0.58
"2018-03-26 15:10:00","uninfected","E_moluccana_uninfected_1",-0.44
"2018-03-26 15:20:00","uninfected","E_moluccana_uninfected_1",-0.53
"2018-03-26 15:30:00","uninfected","E_moluccana_uninfected_1",-0.63
"2018-03-26 15:40:00","uninfected","E_moluccana_uninfected_1",-0.62
"2018-03-26 15:50:00","uninfected","E_moluccana_uninfected_1",-0.44
"2018-03-26 16:00:00","uninfected","E_moluccana_uninfected_1",-0.47
"2018-03-26 16:10:00","uninfected","E_moluccana_uninfected_1",-0.63
"2018-03-26 16:20:00","uninfected","E_moluccana_uninfected_1",-0.79
"2018-03-26 16:30:00","uninfected","E_moluccana_uninfected_1",-0.82
"2018-03-26 16:40:00","uninfected","E_moluccana_uninfected_1",-0.74
"2018-03-26 16:50:00","uninfected","E_moluccana_uninfected_1",-0.7
"2018-03-26 17:00:00","uninfected","E_moluccana_uninfected_1",-0.65
"2018-03-26 17:10:00","uninfected","E_moluccana_uninfected_1",-0.59
"2018-03-26 17:20:00","uninfected","E_moluccana_uninfected_1",-0.55
"2018-03-26 17:30:00","uninfected","E_moluccana_uninfected_1",-0.56
"2018-03-26 17:40:00","uninfected","E_moluccana_uninfected_1",-0.53
"2018-03-26 17:50:00","uninfected","E_moluccana_uninfected_1",-0.54
"2018-03-26 18:00:00","uninfected","E_moluccana_uninfected_1",-0.62
"2018-03-26 18:10:00","uninfected","E_moluccana_uninfected_1",-0.76
"2018-03-26 18:20:00","uninfected","E_moluccana_uninfected_1",-0.88
"2018-03-26 18:30:00","uninfected","E_moluccana_uninfected_1",-0.85
"2018-03-26 18:40:00","uninfected","E_moluccana_uninfected_1",-0.93
"2018-03-26 18:50:00","uninfected","E_moluccana_uninfected_1",-0.99
"2018-03-26 19:00:00","uninfected","E_moluccana_uninfected_1",-1.01
"2018-03-26 19:10:00","uninfected","E_moluccana_uninfected_1",-0.92
"2018-03-26 19:20:00","uninfected","E_moluccana_uninfected_1",-0.88
"2018-03-26 19:30:00","uninfected","E_moluccana_uninfected_1",-0.84
"2018-03-26 19:40:00","uninfected","E_moluccana_uninfected_1",-0.85
"2018-03-26 19:50:00","uninfected","E_moluccana_uninfected_1",-0.83
"2018-03-26 20:00:00","uninfected","E_moluccana_uninfected_1",-0.81
"2018-03-26 20:10:00","uninfected","E_moluccana_uninfected_1",-0.83
"2018-03-26 20:20:00","uninfected","E_moluccana_uninfected_1",-0.74
"2018-03-26 20:30:00","uninfected","E_moluccana_uninfected_1",-0.6
"2018-03-26 20:40:00","uninfected","E_moluccana_uninfected_1",-0.54
"2018-03-26 20:50:00","uninfected","E_moluccana_uninfected_1",-0.49
"2018-03-26 21:00:00","uninfected","E_moluccana_uninfected_1",-0.35
"2018-03-26 21:10:00","uninfected","E_moluccana_uninfected_1",-0.22
"2018-03-26 21:20:00","uninfected","E_moluccana_uninfected_1",-0.18
"2018-03-26 21:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 21:40:00","uninfected","E_moluccana_uninfected_1",-0.17
"2018-03-26 21:50:00","uninfected","E_moluccana_uninfected_1",-0.19
"2018-03-26 22:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 22:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 22:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 22:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 22:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 22:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-26 23:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 00:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 01:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 02:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 03:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 04:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 05:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 06:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 07:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 08:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 09:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 10:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 11:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 12:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:10:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:20:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:30:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:40:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 13:50:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 14:00:00","uninfected","E_moluccana_uninfected_1",0
"2018-03-27 14:10:00","uninfected","E_moluccana_uninfected_1",0
